00:00;OK
00:01;OK
00:02;OK
00:03;WARNING
00:04;OK
00:05;WARNING
00:06;WARNING
00:07;WARNING
00:08;WARNING
00:09;OK
00:10;WARNING
00:11;WARNING
00:12;OK
00:13;WARNING
00:14;WARNING
00:15;WARNING
00:16;WARNING
00:17;WARNING
00:18;DANGER
00:19;WARNING
00:20;WARNING
00:21;WARNING
00:22;DANGER
00:23;WARNING
00:24;WARNING
00:25;WARNING
00:26;WARNING
00:27;DANGER
00:28;DANGER
00:29;DANGER
00:30;WARNING
00:31;OK
00:32;OK
00:33;WARNING
00:34;OK
00:35;OK
00:36;OK
00:37;WARNING
00:38;WARNING
00:39;WARNING
00:40;WARNING
00:41;WARNING
00:42;OK
00:43;OK
00:44;OK
00:45;WARNING
00:46;OK
00:47;OK
00:48;WARNING
00:49;OK
00:50;WARNING
00:51;OK
00:52;OK
00:53;OK
00:54;WARNING
00:55;WARNING
00:56;WARNING
00:57;OK
00:58;OK
00:59;OK
01:00;DANGER
01:01;WARNING
01:02;OK
01:03;OK
01:04;WARNING
01:05;WARNING
01:06;OK
01:07;WARNING
01:08;WARNING
01:09;WARNING
01:10;OK
01:11;WARNING
01:12;WARNING
01:13;WARNING
01:14;OK
01:15;OK
01:16;OK
01:17;OK
01:18;OK
01:19;OK
01:20;WARNING
01:21;DANGER
01:22;WARNING
01:23;WARNING
01:24;WARNING
01:25;WARNING
01:26;OK
01:27;OK
01:28;OK
01:29;WARNING
01:30;WARNING
01:31;WARNING
01:32;OK
01:33;WARNING
01:34;OK
01:35;WARNING
01:36;WARNING
01:37;WARNING
01:38;WARNING
01:39;WARNING
01:40;WARNING
01:41;OK
01:42;WARNING
01:43;WARNING
01:44;OK
01:45;DANGER
01:46;WARNING
01:47;DANGER
01:48;DANGER
01:49;DANGER
01:50;WARNING
01:51;OK
01:52;OK
01:53;OK
01:54;WARNING
01:55;WARNING
01:56;OK
01:57;OK
01:58;OK
01:59;OK
02:00;WARNING
02:01;WARNING
02:02;OK
02:03;WARNING
02:04;WARNING
02:05;OK
02:06;WARNING
02:07;WARNING
02:08;DANGER
02:09;WARNING
02:10;WARNING
02:11;WARNING
02:12;OK
02:13;OK
02:14;WARNING
02:15;DANGER
02:16;WARNING
02:17;WARNING
02:18;WARNING
02:19;DANGER
02:20;OK
02:21;WARNING
02:22;WARNING
02:23;DANGER
02:24;DANGER
02:25;DANGER
02:26;DANGER
02:27;DANGER
02:28;DANGER
02:29;DANGER
02:30;WARNING
02:31;WARNING
02:32;WARNING
02:33;WARNING
02:34;OK
02:35;WARNING
02:36;WARNING
02:37;WARNING
02:38;DANGER
02:39;DANGER
02:40;DANGER
02:41;OK
02:42;OK
02:43;OK
02:44;OK
02:45;WARNING
02:46;WARNING
02:47;OK
02:48;WARNING
02:49;WARNING
02:50;WARNING
02:51;WARNING
02:52;WARNING
02:53;WARNING
02:54;DANGER
02:55;OK
02:56;OK
02:57;OK
02:58;WARNING
02:59;OK
03:00;OK
03:01;OK
03:02;OK
03:03;OK
03:04;OK
03:05;OK
03:06;WARNING
03:07;WARNING
03:08;WARNING
03:09;WARNING
03:10;OK
03:11;WARNING
03:12;WARNING
03:13;WARNING
03:14;WARNING
03:15;OK
03:16;OK
03:17;WARNING
03:18;WARNING
03:19;WARNING
03:20;WARNING
03:21;WARNING
03:22;WARNING
03:23;WARNING
03:24;WARNING
03:25;WARNING
03:26;WARNING
03:27;DANGER
03:28;WARNING
03:29;OK
03:30;DANGER
03:31;WARNING
03:32;WARNING
03:33;WARNING
03:34;WARNING
03:35;WARNING
03:36;WARNING
