00:00;OK
00:01;OK
00:02;OK
00:03;OK
00:04;WARNING
00:05;WARNING
00:06;WARNING
00:07;DANGER
00:08;DANGER
00:09;WARNING
00:10;DANGER
00:11;WARNING
00:12;OK
00:13;WARNING
00:14;WARNING
00:15;DANGER
00:16;DANGER
00:17;DANGER
00:18;WARNING
00:19;DANGER
00:20;DANGER
00:21;DANGER
00:22;DANGER
00:23;DANGER
00:24;DANGER
00:25;OK
00:26;DANGER
00:27;DANGER
00:28;WARNING
00:29;OK
00:30;WARNING
00:31;DANGER
00:32;DANGER
00:33;DANGER
00:34;DANGER
00:35;DANGER
00:36;DANGER
00:37;DANGER
00:38;DANGER
00:39;DANGER
00:40;OK
00:41;OK
00:42;DANGER
00:43;DANGER
00:44;WARNING
00:45;DANGER
00:46;DANGER
00:47;WARNING
00:48;OK
00:49;OK
00:50;OK
00:51;OK
00:52;OK
00:53;OK
00:54;WARNING
00:55;WARNING
00:56;WARNING
00:57;WARNING
00:58;WARNING
00:59;DANGER
01:00;DANGER
01:01;WARNING
01:02;OK
01:03;OK
01:04;OK
01:05;OK
01:06;WARNING
01:07;WARNING
01:08;DANGER
01:09;DANGER
01:10;DANGER
01:11;DANGER
01:12;DANGER
01:13;DANGER
01:14;WARNING
01:15;DANGER
01:16;WARNING
01:17;WARNING
01:18;WARNING
01:19;WARNING
01:20;DANGER
01:21;OK
01:22;OK
01:23;OK
01:24;WARNING
01:25;OK
01:26;DANGER
01:27;DANGER
01:28;OK
01:29;OK
01:30;OK
01:31;WARNING
01:32;DANGER
01:33;DANGER
01:34;DANGER
01:35;OK
01:36;OK
01:37;OK
01:38;WARNING
01:39;OK
01:40;OK
01:41;OK
01:42;OK
01:43;OK
01:44;OK
01:45;OK
01:46;WARNING
01:47;OK
01:48;DANGER
01:49;WARNING
01:50;DANGER
01:51;DANGER
01:52;WARNING
01:53;DANGER
01:54;DANGER
01:55;WARNING
01:56;WARNING
01:57;DANGER
01:58;DANGER
01:59;DANGER
02:00;DANGER
02:01;DANGER
02:02;DANGER
02:03;WARNING
02:04;OK
02:05;WARNING
02:06;DANGER
02:07;OK
02:08;OK
02:09;WARNING
02:10;WARNING
02:11;WARNING
02:12;DANGER
02:13;DANGER
02:14;DANGER
02:15;OK
02:16;OK
02:17;OK
02:18;OK
02:19;OK
02:20;OK
02:21;OK
02:22;OK
02:23;OK
02:24;OK
02:25;OK
02:26;OK
02:27;OK
02:28;WARNING
02:29;OK
02:30;WARNING
02:31;WARNING
02:32;DANGER
02:33;DANGER
02:34;WARNING
02:35;DANGER
02:36;DANGER
02:37;DANGER
02:38;OK
02:39;OK
02:40;DANGER
02:41;OK
02:42;OK
02:43;OK
02:44;OK
02:45;OK
02:46;OK
02:47;OK
02:48;OK
02:49;OK
02:50;OK
02:51;OK
02:52;OK
02:53;OK
02:54;OK
02:55;OK
02:56;WARNING
02:57;DANGER
02:58;DANGER
02:59;DANGER
03:00;DANGER
03:01;DANGER
03:02;DANGER
03:03;OK
03:04;WARNING
03:05;WARNING
03:06;WARNING
03:07;DANGER
03:08;DANGER
03:09;OK
03:10;OK
03:11;OK
03:12;OK
03:13;OK
03:14;OK
03:15;OK
03:16;OK
03:17;WARNING
03:18;WARNING
03:19;DANGER
03:20;DANGER
03:21;DANGER
03:22;DANGER
03:23;OK
03:24;OK
03:25;OK
03:26;OK
03:27;OK
03:28;WARNING
03:29;WARNING
03:30;WARNING
03:31;OK
03:32;OK
03:33;OK
03:34;OK
03:35;WARNING
03:36;DANGER
