00:00;OK
00:01;OK
00:02;OK
00:03;OK
00:04;OK
00:05;OK
00:06;DANGER
00:07;DANGER
00:08;DANGER
00:09;OK
00:10;WARNING
00:11;WARNING
00:12;WARNING
00:13;OK
00:14;OK
00:15;OK
00:16;OK
00:17;DANGER
00:18;OK
00:19;DANGER
00:20;WARNING
00:21;WARNING
00:22;WARNING
00:23;DANGER
00:24;DANGER
00:25;WARNING
00:26;OK
00:27;DANGER
00:28;DANGER
00:29;DANGER
00:30;DANGER
00:31;WARNING
00:32;WARNING
00:33;DANGER
00:34;DANGER
00:35;DANGER
00:36;OK
00:37;WARNING
00:38;WARNING
00:39;WARNING
00:40;WARNING
00:41;DANGER
00:42;DANGER
00:43;DANGER
00:44;OK
00:45;OK
00:46;OK
00:47;WARNING
00:48;WARNING
00:49;WARNING
00:50;DANGER
00:51;OK
00:52;OK
00:53;OK
00:54;OK
00:55;OK
00:56;OK
00:57;OK
00:58;OK
00:59;OK
01:00;OK
01:01;OK
01:02;DANGER
01:03;DANGER
01:04;DANGER
01:05;DANGER
01:06;OK
01:07;OK
01:08;OK
01:09;OK
01:10;WARNING
01:11;WARNING
01:12;DANGER
01:13;WARNING
01:14;WARNING
01:15;OK
01:16;WARNING
01:17;DANGER
01:18;WARNING
01:19;DANGER
01:20;OK
01:21;OK
01:22;OK
01:23;OK
01:24;OK
01:25;OK
01:26;OK
01:27;OK
01:28;OK
01:29;OK
01:30;OK
01:31;OK
01:32;OK
01:33;OK
01:34;OK
01:35;OK
01:36;OK
01:37;DANGER
01:38;OK
01:39;OK
01:40;OK
01:41;OK
01:42;OK
01:43;OK
01:44;OK
01:45;WARNING
01:46;DANGER
01:47;DANGER
01:48;OK
01:49;OK
01:50;OK
01:51;OK
01:52;OK
01:53;OK
01:54;OK
01:55;DANGER
01:56;WARNING
01:57;DANGER
01:58;DANGER
01:59;WARNING
02:00;DANGER
02:01;OK
02:02;OK
